Unnamed: 0,TIME,TEMP,HUM,BATT,LIGHT,NOISE_A,PRESS,CCS811_VOCS,CCS811_ECO2,PM_1,PM_25,PM_10
932,2023-08-07 06:54:14,21.98,65.27,23,0,26.29,101.98,0.0,400.0,,,
933,2023-08-07 06:55:14,21.96,65.25,23,0,26.31,101.99,0.0,405.0,,,
934,2023-08-07 06:56:14,21.98,65.21,23,0,25.13,101.99,0.0,405.0,,,
935,2023-08-07 06:57:14,21.99,65.27,23,0,26.06,101.98,1.0,411.0,1.0,1.0,1.0
936,2023-08-07 06:58:14,21.99,65.34,23,0,28.45,101.99,0.0,400.0,,,
937,2023-08-07 06:59:14,21.98,65.27,23,0,21.78,101.99,0.0,400.0,,,
938,2023-08-07 07:00:14,21.95,65.23,23,0,26.48,101.99,0.0,405.0,,,
939,2023-08-07 07:01:14,21.95,65.25,23,0,22.49,101.99,1.0,408.0,,,
940,2023-08-07 07:02:14,21.93,65.22,23,0,27.4,101.99,1.0,408.0,0.0,0.0,0.0
941,2023-08-07 07:03:14,21.96,65.34,23,0,25.16,101.99,0.0,400.0,,,
942,2023-08-07 07:04:14,21.95,65.26,23,0,23.35,101.99,0.0,400.0,,,
943,2023-08-07 07:05:14,21.93,65.24,23,0,25.56,101.99,0.0,405.0,,,
944,2023-08-07 07:06:14,21.96,65.24,23,0,23.81,101.99,1.0,413.0,,,
945,2023-08-07 07:07:14,21.95,65.26,23,0,25.29,101.99,1.0,411.0,0.0,0.0,0.0
946,2023-08-07 07:08:14,21.96,65.36,23,0,22.49,101.99,0.0,400.0,,,
947,2023-08-07 07:09:14,21.95,65.28,23,0,24.39,101.99,0.0,400.0,,,
948,2023-08-07 07:10:14,21.95,65.3,23,0,25.79,101.98,0.0,405.0,,,
949,2023-08-07 07:11:14,21.95,65.25,23,0,24.31,101.98,1.0,409.0,,,
950,2023-08-07 07:12:14,21.95,65.28,23,0,24.65,101.98,1.0,408.0,0.0,0.0,0.0
951,2023-08-07 07:13:14,21.96,65.36,23,0,24.83,101.99,0.0,400.0,,,
952,2023-08-07 07:14:14,21.96,65.3,23,0,22.43,101.99,0.0,400.0,,,
953,2023-08-07 07:15:14,21.93,65.28,23,0,27.49,101.98,0.0,405.0,,,
954,2023-08-07 07:16:14,21.92,65.31,23,0,23.05,101.99,1.0,409.0,,,
955,2023-08-07 07:17:14,21.95,65.32,23,0,24.61,101.99,1.0,408.0,0.0,0.0,0.0
956,2023-08-07 07:18:14,21.96,65.39,23,0,29.11,101.99,0.0,400.0,,,
957,2023-08-07 07:19:14,21.93,65.34,23,0,24.31,101.99,0.0,400.0,,,
958,2023-08-07 07:20:14,21.95,65.35,23,0,24.07,101.99,1.0,409.0,,,
959,2023-08-07 07:21:14,21.92,65.3,23,0,30.17,101.99,2.0,414.0,,,
960,2023-08-07 07:22:14,21.91,65.35,23,0,23.59,101.99,2.0,414.0,0.0,0.0,0.0
961,2023-08-07 07:23:14,21.95,65.45,23,0,30.79,101.99,1.0,413.0,,,
962,2023-08-07 07:24:14,21.93,65.35,23,0,26.31,101.99,0.0,401.0,,,
963,2023-08-07 07:25:14,21.93,65.35,23,0,22.55,101.99,0.0,401.0,,,
964,2023-08-07 07:26:14,21.92,65.31,23,0,23.54,101.99,0.0,405.0,,,
965,2023-08-07 07:27:14,21.92,65.4,23,0,23.9,101.99,1.0,407.0,0.0,0.0,0.0
966,2023-08-07 07:28:14,21.93,65.52,23,0,22.94,102.0,0.0,402.0,,,
967,2023-08-07 07:29:14,21.93,65.44,23,0,23.72,101.99,0.0,400.0,,,
968,2023-08-07 07:30:14,21.91,65.41,23,0,31.28,101.99,0.0,405.0,,,
969,2023-08-07 07:31:14,21.92,65.32,23,0,37.43,101.99,1.0,409.0,,,
970,2023-08-07 07:32:14,21.92,64.85,23,0,43.97,101.99,0.0,400.0,0.0,0.0,0.0
971,2023-08-07 07:33:14,21.91,64.47,23,0,37.22,101.98,0.0,400.0,,,
972,2023-08-07 07:34:14,21.91,64.25,23,0,39.06,101.98,0.0,400.0,,,
973,2023-08-07 07:35:14,21.87,64.13,23,0,41.64,101.98,0.0,400.0,,,
974,2023-08-07 07:36:14,21.81,63.91,23,0,32.81,101.99,1.0,408.0,,,
975,2023-08-07 07:37:14,21.79,63.79,23,0,41.67,101.99,0.0,402.0,1.0,1.0,1.0
976,2023-08-07 07:38:14,21.77,63.58,23,0,41.84,101.98,0.0,400.0,,,
977,2023-08-07 07:39:14,21.74,63.6,23,0,46.41,101.98,0.0,403.0,,,
978,2023-08-07 07:40:14,21.68,63.46,23,0,31.35,101.99,5.0,439.0,,,
979,2023-08-07 07:41:14,21.67,63.53,23,0,26.64,101.99,5.0,438.0,,,
980,2023-08-07 07:42:14,21.64,63.63,23,0,23.63,101.99,6.0,445.0,2.0,2.0,2.0
981,2023-08-07 07:43:14,21.63,63.81,23,0,25.13,101.98,6.0,441.0,,,
982,2023-08-07 07:44:14,21.6,63.84,23,0,31.31,101.98,5.0,435.0,,,
983,2023-08-07 07:45:14,21.58,63.93,23,0,31.08,101.98,6.0,444.0,,,
984,2023-08-07 07:46:14,21.56,63.97,23,0,28.61,101.97,7.0,446.0,,,
985,2023-08-07 07:47:14,21.56,64.06,22,0,24.89,101.98,7.0,451.0,8.0,11.0,11.0
986,2023-08-07 07:48:14,21.56,64.24,22,0,30.11,101.97,6.0,441.0,,,
987,2023-08-07 07:49:14,21.56,64.21,23,0,29.86,101.97,5.0,438.0,,,
988,2023-08-07 07:50:14,21.53,64.25,23,0,24.31,101.97,7.0,447.0,,,
989,2023-08-07 07:51:14,21.51,64.32,23,0,25.56,101.98,6.0,443.0,,,
990,2023-08-07 07:52:14,21.51,64.31,22,0,27.24,101.97,7.0,446.0,17.0,18.0,21.0
991,2023-08-07 07:53:14,21.51,64.44,22,0,31.48,101.96,5.0,435.0,,,
992,2023-08-07 07:54:14,21.51,64.45,22,0,27.18,101.97,5.0,434.0,,,
993,2023-08-07 07:55:14,21.51,64.46,22,0,28.84,101.97,5.0,439.0,,,
994,2023-08-07 07:56:14,21.5,64.47,22,0,34.31,101.96,6.0,442.0,,,
995,2023-08-07 07:57:14,21.47,64.51,22,0,27.2,101.96,6.0,445.0,13.0,25.0,25.0
996,2023-08-07 07:58:14,21.5,64.59,22,0,29.09,101.96,3.0,426.0,,,
997,2023-08-07 07:59:14,21.48,64.54,22,0,34.55,101.96,5.0,434.0,,,
998,2023-08-07 08:00:14,21.5,64.58,22,0,31.12,101.97,5.0,438.0,,,
999,2023-08-07 08:01:14,21.48,64.6,22,0,29.82,101.97,5.0,436.0,,,
1000,2023-08-07 08:02:14,21.48,64.6,22,0,32.37,101.97,5.0,439.0,4.0,4.0,4.0
1001,2023-08-07 08:03:14,21.5,64.67,22,0,30.61,101.96,4.0,427.0,,,
1002,2023-08-07 08:04:14,21.47,64.63,22,0,33.96,101.96,4.0,427.0,,,
1003,2023-08-07 08:05:14,21.48,64.64,22,0,25.56,101.97,4.0,428.0,,,
1004,2023-08-07 08:06:14,21.47,64.63,22,0,30.28,101.96,4.0,427.0,,,
1005,2023-08-07 08:07:14,21.47,64.62,22,0,28.23,101.96,5.0,434.0,6.0,8.0,8.0
1006,2023-08-07 08:08:14,21.47,64.73,22,0,28.48,101.96,5.0,433.0,,,
1007,2023-08-07 08:09:14,21.51,64.7,22,0,30.82,101.97,2.0,416.0,,,
1008,2023-08-07 08:10:14,21.48,64.68,22,0,30.42,101.97,3.0,421.0,,,
1009,2023-08-07 08:11:14,21.45,64.68,22,0,35.69,101.96,3.0,423.0,,,
1010,2023-08-07 08:12:14,21.47,64.67,22,0,26.34,101.97,3.0,426.0,6.0,8.0,8.0
1011,2023-08-07 08:13:14,21.48,64.73,22,0,37.03,101.97,2.0,418.0,,,
1012,2023-08-07 08:14:14,21.48,64.69,22,0,23.81,101.96,1.0,411.0,,,
1013,2023-08-07 08:15:14,21.48,64.7,22,0,37.9,101.97,2.0,416.0,,,
1014,2023-08-07 08:16:14,21.48,64.64,22,0,24.31,101.96,2.0,417.0,,,
1015,2023-08-07 08:17:14,21.5,64.68,22,0,34.3,101.96,3.0,422.0,4.0,4.0,4.0
1016,2023-08-07 08:18:14,21.5,64.71,22,0,30.97,101.96,1.0,410.0,,,
1017,2023-08-07 08:19:14,21.48,64.69,22,0,27.82,101.96,0.0,405.0,,,
1018,2023-08-07 08:20:14,21.5,64.67,22,0,28.28,101.96,1.0,409.0,,,
1019,2023-08-07 08:21:14,21.47,64.67,22,0,28.01,101.96,1.0,409.0,,,
1020,2023-08-07 08:22:14,21.47,64.62,22,0,33.07,101.96,1.0,410.0,5.0,5.0,5.0
1021,2023-08-07 08:23:14,21.51,64.63,22,0,28.11,101.96,0.0,400.0,,,
1022,2023-08-07 08:24:14,21.5,64.62,22,0,32.96,101.96,0.0,400.0,,,
1023,2023-08-07 08:25:14,21.47,64.64,22,0,26.55,101.96,0.0,405.0,,,
1024,2023-08-07 08:26:14,21.48,64.63,22,0,49.1,101.96,0.0,405.0,,,
1025,2023-08-07 08:27:14,21.47,64.6,22,0,23.1,101.96,1.0,409.0,8.0,9.0,9.0
1026,2023-08-07 08:28:14,21.47,64.64,22,0,24.54,101.96,0.0,400.0,,,
1027,2023-08-07 08:29:14,21.48,64.63,22,0,32.21,101.97,0.0,400.0,,,
1028,2023-08-07 08:30:14,21.47,64.61,22,0,28.99,101.97,0.0,405.0,,,
1029,2023-08-07 08:31:14,21.47,64.62,22,0,24.96,101.96,0.0,405.0,,,
1030,2023-08-07 08:32:14,21.45,64.62,22,0,25.38,101.97,0.0,403.0,7.0,7.0,7.0
1031,2023-08-07 08:33:14,21.45,64.65,22,0,28.91,101.96,0.0,400.0,,,
1032,2023-08-07 08:34:14,21.5,64.62,22,0,24.27,101.96,0.0,400.0,,,
1033,2023-08-07 08:35:14,21.5,64.61,22,0,24.19,101.96,0.0,403.0,,,
1034,2023-08-07 08:36:14,21.5,64.63,22,0,30.33,101.96,0.0,403.0,,,
1035,2023-08-07 08:37:14,21.47,64.59,22,0,31.48,101.96,1.0,407.0,1.0,1.0,1.0
1036,2023-08-07 08:38:14,21.47,64.65,22,0,23.49,101.97,0.0,400.0,,,
1037,2023-08-07 08:39:14,21.48,64.63,22,0,26.06,101.96,0.0,400.0,,,
1038,2023-08-07 08:40:14,21.48,64.58,22,0,24.65,101.97,0.0,405.0,,,
1039,2023-08-07 08:41:14,21.48,64.64,22,0,34.79,101.97,1.0,408.0,,,
1040,2023-08-07 08:42:14,21.47,64.61,22,0,27.96,101.98,1.0,407.0,2.0,2.0,10.0
1041,2023-08-07 08:43:14,21.48,64.66,22,0,35.44,101.98,0.0,400.0,,,
1042,2023-08-07 08:44:14,21.51,64.6,22,0,29.83,101.98,0.0,405.0,,,
1043,2023-08-07 08:45:14,21.48,64.6,21,0,31.74,101.98,0.0,405.0,,,
1044,2023-08-07 08:46:14,21.48,64.58,22,0,45.81,101.98,1.0,409.0,,,
1045,2023-08-07 08:47:14,21.47,64.61,22,0,25.32,101.98,1.0,413.0,2.0,2.0,2.0
1046,2023-08-07 08:48:14,21.5,64.65,21,0,29.38,101.98,1.0,410.0,,,
1047,2023-08-07 08:49:14,21.5,64.61,22,0,33.68,101.98,0.0,401.0,,,
1048,2023-08-07 08:50:14,21.5,64.61,22,0,29.3,101.99,0.0,401.0,,,
1049,2023-08-07 08:51:14,21.47,64.63,22,0,35.61,101.98,0.0,405.0,,,
1050,2023-08-07 08:52:14,21.48,64.6,22,0,29.58,101.98,1.0,407.0,4.0,4.0,4.0
1051,2023-08-07 08:53:14,21.51,64.66,22,0,28.52,101.98,0.0,400.0,,,
1052,2023-08-07 08:54:14,21.5,64.58,22,0,36.73,101.98,0.0,400.0,,,
1053,2023-08-07 08:55:14,21.5,64.63,22,0,25.47,101.98,0.0,405.0,,,
1054,2023-08-07 08:56:14,21.5,64.59,22,0,31.63,101.98,1.0,409.0,,,
1055,2023-08-07 08:57:14,21.47,64.62,22,0,39.73,101.98,1.0,413.0,0.0,0.0,0.0
1056,2023-08-07 08:58:14,21.5,64.66,21,0,30.85,101.98,0.0,406.0,,,
1057,2023-08-07 08:59:14,21.51,64.62,22,0,23.3,101.98,0.0,400.0,,,
1058,2023-08-07 09:00:14,21.51,64.6,22,0,32.74,101.98,0.0,405.0,,,
1059,2023-08-07 09:01:14,21.51,64.6,22,0,26.84,101.98,1.0,409.0,,,
1060,2023-08-07 09:02:14,21.47,64.64,22,0,29.08,101.97,1.0,408.0,1.0,1.0,1.0
1061,2023-08-07 09:03:14,21.5,64.63,21,0,33.62,101.98,0.0,401.0,,,
1062,2023-08-07 09:04:14,21.5,64.64,22,0,29.38,101.98,0.0,401.0,,,
1063,2023-08-07 09:05:14,21.5,64.64,22,0,27.96,101.98,0.0,401.0,,,
1064,2023-08-07 09:06:14,21.48,64.59,21,0,32.79,101.97,0.0,405.0,,,
1065,2023-08-07 09:07:14,21.48,64.63,21,0,27.18,101.97,1.0,407.0,2.0,2.0,2.0
1066,2023-08-07 09:08:14,21.5,64.71,21,0,23.1,101.97,0.0,400.0,,,
1067,2023-08-07 09:09:14,21.53,64.65,22,0,31.98,101.97,0.0,400.0,,,
1068,2023-08-07 09:10:14,21.51,64.64,21,0,42.81,101.97,0.0,400.0,,,
1069,2023-08-07 09:11:14,21.48,64.65,21,0,57.6,101.97,0.0,405.0,,,
1070,2023-08-07 09:12:14,21.53,64.68,21,0,55.63,101.97,0.0,405.0,3.0,5.0,11.0
1071,2023-08-07 09:13:14,21.51,64.75,21,0,61.95,101.97,0.0,400.0,,,
1072,2023-08-07 09:14:14,21.53,64.73,21,0,61.47,101.97,0.0,400.0,,,
1073,2023-08-07 09:15:14,21.51,64.78,21,0,51.76,101.97,0.0,400.0,,,
1074,2023-08-07 09:16:14,21.53,64.75,21,0,45.66,101.97,0.0,400.0,,,
1075,2023-08-07 09:17:14,21.5,64.76,21,0,49.42,101.97,0.0,405.0,3.0,3.0,3.0
1076,2023-08-07 09:18:14,21.53,64.88,21,0,49.13,101.97,0.0,400.0,,,
1077,2023-08-07 09:19:14,21.54,64.85,21,0,32.7,101.97,0.0,405.0,,,
1078,2023-08-07 09:20:14,21.53,64.82,21,0,33.14,101.97,1.0,409.0,,,
1079,2023-08-07 09:21:14,21.53,64.84,21,0,29.04,101.97,1.0,408.0,,,
1080,2023-08-07 09:22:14,21.5,64.87,21,0,32.09,101.97,1.0,410.0,3.0,3.0,3.0
1081,2023-08-07 09:23:14,21.53,64.93,21,0,28.04,101.97,0.0,400.0,,,
1082,2023-08-07 09:24:14,21.57,64.9,21,0,48.16,101.97,0.0,405.0,,,
1083,2023-08-07 09:25:14,21.56,64.92,21,0,28.57,101.96,1.0,409.0,,,
1084,2023-08-07 09:26:14,21.54,64.92,21,0,30.37,101.96,1.0,413.0,,,
1085,2023-08-07 09:27:14,21.53,64.94,21,0,27.4,101.96,1.0,413.0,3.0,3.0,3.0
1086,2023-08-07 09:28:14,21.56,65.07,21,0,27.49,101.97,1.0,410.0,,,
1087,2023-08-07 09:29:14,21.56,64.99,21,0,28.3,101.97,0.0,406.0,,,
1088,2023-08-07 09:30:14,21.58,64.95,21,0,29.7,101.97,0.0,406.0,,,
1089,2023-08-07 09:31:14,21.57,64.99,21,0,25.38,101.96,2.0,414.0,,,
1090,2023-08-07 09:32:14,21.57,64.98,21,0,26.26,101.97,2.0,415.0,3.0,3.0,3.0
1091,2023-08-07 09:33:14,21.57,65.06,21,0,28.73,101.96,1.0,410.0,,,
1092,2023-08-07 09:34:14,21.58,64.99,21,0,31.44,101.96,0.0,406.0,,,
1093,2023-08-07 09:35:14,21.58,64.95,21,0,27.28,101.96,1.0,410.0,,,
1094,2023-08-07 09:36:14,21.56,64.97,21,0,23.4,101.97,1.0,411.0,,,
1095,2023-08-07 09:37:14,21.56,64.91,21,0,27.18,101.97,2.0,415.0,1.0,1.0,1.0
1096,2023-08-07 09:38:14,21.6,65.04,21,0,26.03,101.97,0.0,405.0,,,
1097,2023-08-07 09:39:14,21.6,64.96,21,0,26.03,101.96,0.0,400.0,,,
1098,2023-08-07 09:40:14,21.57,64.9,21,0,28.6,101.96,1.0,408.0,,,
1099,2023-08-07 09:41:14,21.6,64.87,21,0,27.3,101.97,1.0,408.0,,,
1100,2023-08-07 09:42:14,21.58,64.86,21,0,23.49,101.97,1.0,411.0,4.0,5.0,5.0
1101,2023-08-07 09:43:14,21.6,64.97,21,0,25.06,101.97,0.0,401.0,,,
1102,2023-08-07 09:44:14,21.6,64.89,21,0,29.46,101.97,0.0,401.0,,,
1103,2023-08-07 09:45:14,21.58,64.89,21,0,28.6,101.97,0.0,405.0,,,
1104,2023-08-07 09:46:14,21.58,64.86,21,0,31.92,101.97,1.0,408.0,,,
1105,2023-08-07 09:47:14,21.57,64.86,21,0,27.42,101.97,0.0,406.0,2.0,2.0,2.0
1106,2023-08-07 09:48:14,21.58,64.93,21,0,26.29,101.97,0.0,400.0,,,
1107,2023-08-07 09:49:14,21.58,64.86,21,0,26.99,101.97,0.0,400.0,,,
1108,2023-08-07 09:50:14,21.58,64.9,21,0,27.4,101.97,0.0,403.0,,,
1109,2023-08-07 09:51:14,21.58,64.84,21,0,25.06,101.97,1.0,408.0,,,
1110,2023-08-07 09:52:14,21.58,64.87,21,0,32.6,101.97,1.0,407.0,3.0,3.0,3.0
1111,2023-08-07 09:53:14,21.58,64.92,21,0,23.45,101.97,0.0,400.0,,,
1112,2023-08-07 09:54:14,21.58,64.83,21,0,25.65,101.97,0.0,403.0,,,
1113,2023-08-07 09:55:14,21.61,64.83,21,0,27.71,101.97,0.0,403.0,,,
1114,2023-08-07 09:56:14,21.58,64.84,21,0,26.64,101.97,1.0,407.0,,,
1115,2023-08-07 09:57:14,21.57,64.83,21,0,29.98,101.97,0.0,405.0,1.0,2.0,2.0
1116,2023-08-07 09:58:14,21.6,64.87,21,0,25.26,101.97,0.0,400.0,,,
1117,2023-08-07 09:59:14,21.6,64.81,21,0,26.34,101.97,0.0,403.0,,,
1118,2023-08-07 10:00:14,21.58,64.82,21,0,25.44,101.97,0.0,403.0,,,
1119,2023-08-07 10:01:14,21.58,64.82,21,0,25.32,101.97,1.0,407.0,,,
1120,2023-08-07 10:02:14,21.56,64.81,21,0,27.62,101.98,0.0,405.0,1.0,1.0,1.0
1121,2023-08-07 10:03:14,21.58,64.86,21,0,29.79,101.98,0.0,400.0,,,
1122,2023-08-07 10:04:14,21.58,64.84,21,0,29.73,101.97,0.0,405.0,,,
1123,2023-08-07 10:05:14,21.57,64.78,21,0,24.5,101.98,1.0,408.0,,,
1124,2023-08-07 10:06:14,21.58,64.81,21,0,27.3,101.98,1.0,407.0,,,
1125,2023-08-07 10:07:14,21.58,64.76,21,0,28.12,101.97,1.0,409.0,3.0,3.0,6.0
1126,2023-08-07 10:08:14,21.56,64.84,20,0,29.72,101.97,1.0,409.0,,,
1127,2023-08-07 10:09:14,21.6,64.83,21,0,25.19,101.97,0.0,400.0,,,
1128,2023-08-07 10:10:14,21.58,64.83,20,0,25.13,101.96,0.0,405.0,,,
1129,2023-08-07 10:11:14,21.58,64.8,21,0,26.84,101.96,1.0,408.0,,,
1130,2023-08-07 10:12:14,21.58,64.8,20,0,23.35,101.96,1.0,407.0,2.0,2.0,7.0
1131,2023-08-07 10:13:14,21.6,64.82,20,0,27.84,101.96,0.0,405.0,,,
1132,2023-08-07 10:14:14,21.61,64.76,21,0,27.45,101.96,0.0,400.0,,,
1133,2023-08-07 10:15:14,21.57,64.78,21,0,25.16,101.96,1.0,409.0,,,
1134,2023-08-07 10:16:14,21.58,64.78,21,0,28.19,101.96,1.0,409.0,,,
1135,2023-08-07 10:17:14,21.57,64.71,21,0,26.73,101.96,1.0,411.0,1.0,1.0,1.0
1136,2023-08-07 10:18:14,21.58,64.81,21,0,26.55,101.96,1.0,410.0,,,
1137,2023-08-07 10:19:14,21.58,64.76,20,0,29.46,101.96,0.0,401.0,,,
1138,2023-08-07 10:20:14,21.58,64.75,20,0,25.13,101.95,0.0,401.0,,,
1139,2023-08-07 10:21:14,21.57,64.75,20,0,24.68,101.95,0.0,405.0,,,
1140,2023-08-07 10:22:14,21.57,64.76,20,0,24.61,101.96,0.0,406.0,1.0,1.0,1.0
1141,2023-08-07 10:23:14,21.57,64.8,20,0,27.16,101.95,0.0,400.0,,,
1142,2023-08-07 10:24:14,21.58,64.77,20,0,31.68,101.96,0.0,400.0,,,
1143,2023-08-07 10:25:14,21.6,64.72,20,0,31.54,101.95,0.0,400.0,,,
1144,2023-08-07 10:26:14,21.58,64.76,20,0,24.54,101.95,1.0,413.0,,,
1145,2023-08-07 10:27:14,21.58,64.75,20,0,25.76,101.95,1.0,408.0,0.0,0.0,0.0
1146,2023-08-07 10:28:14,21.57,64.78,20,0,27.06,101.95,0.0,400.0,,,
1147,2023-08-07 10:29:14,21.58,64.75,20,0,30.38,101.94,0.0,400.0,,,
1148,2023-08-07 10:30:14,21.58,64.74,21,0,25.06,101.94,0.0,405.0,,,
1149,2023-08-07 10:31:14,21.58,64.76,20,0,24.93,101.95,1.0,409.0,,,
1150,2023-08-07 10:32:14,21.57,64.74,20,0,21.56,101.95,1.0,407.0,0.0,0.0,0.0
1151,2023-08-07 10:33:14,21.6,64.81,20,0,33.45,101.95,0.0,403.0,,,
1152,2023-08-07 10:34:14,21.58,64.75,20,0,23.94,101.95,0.0,400.0,,,
1153,2023-08-07 10:35:14,21.56,64.72,20,0,25.53,101.95,0.0,400.0,,,
1154,2023-08-07 10:36:14,21.57,64.74,20,0,27.55,101.94,1.0,409.0,,,
1155,2023-08-07 10:37:14,21.58,64.71,20,0,26.36,101.95,1.0,413.0,1.0,1.0,1.0
1156,2023-08-07 10:38:14,21.57,64.8,20,0,27.16,101.94,0.0,400.0,,,
1157,2023-08-07 10:39:14,21.6,64.74,20,0,23.15,101.94,0.0,400.0,,,
1158,2023-08-07 10:40:14,21.58,64.76,20,0,24.61,101.94,0.0,405.0,,,
1159,2023-08-07 10:41:14,21.56,64.68,20,0,27.8,101.94,0.0,405.0,,,
1160,2023-08-07 10:42:14,21.56,64.7,20,0,31.17,101.94,1.0,408.0,0.0,0.0,0.0
1161,2023-08-07 10:43:14,21.58,64.75,20,0,28.07,101.94,0.0,400.0,,,
1162,2023-08-07 10:44:14,21.58,64.73,20,0,25.76,101.93,0.0,400.0,,,
1163,2023-08-07 10:45:14,21.57,64.75,20,0,24.03,101.94,0.0,405.0,,,
1164,2023-08-07 10:46:14,21.56,64.74,20,0,27.87,101.93,0.0,405.0,,,
1165,2023-08-07 10:47:14,21.56,64.73,20,0,27.08,101.94,1.0,408.0,1.0,1.0,1.0
1166,2023-08-07 10:48:14,21.57,64.8,20,0,30.13,101.94,0.0,400.0,,,
1167,2023-08-07 10:49:14,21.58,64.71,20,0,28.74,101.93,0.0,400.0,,,
1168,2023-08-07 10:50:14,21.57,64.7,20,0,29.64,101.93,0.0,400.0,,,
1169,2023-08-07 10:51:14,21.58,64.7,20,0,28.3,101.93,2.0,414.0,,,
1170,2023-08-07 10:52:14,21.56,64.68,20,0,26.97,101.93,2.0,414.0,1.0,1.0,1.0
1171,2023-08-07 10:53:14,21.57,64.74,20,0,27.06,101.93,1.0,413.0,,,
1172,2023-08-07 10:54:14,21.58,64.72,20,0,30.56,101.93,0.0,403.0,,,
1173,2023-08-07 10:55:14,21.58,64.7,20,0,34.5,101.93,0.0,401.0,,,
1174,2023-08-07 10:56:14,21.57,64.75,20,0,31.07,101.93,0.0,406.0,,,
1175,2023-08-07 10:57:14,21.57,64.7,20,0,27.02,101.93,0.0,405.0,0.0,0.0,0.0
1176,2023-08-07 10:58:14,21.56,64.77,20,0,27.34,101.93,0.0,400.0,,,
1177,2023-08-07 10:59:14,21.58,64.71,20,0,25.82,101.94,0.0,400.0,,,
1178,2023-08-07 11:00:14,21.57,64.71,20,0,24.76,101.93,1.0,409.0,,,
1179,2023-08-07 11:01:14,21.57,64.69,20,0,29.69,101.93,2.0,414.0,,,
1180,2023-08-07 11:02:14,21.57,64.7,20,0,30.85,101.93,2.0,417.0,0.0,0.0,0.0
1181,2023-08-07 11:03:14,21.58,64.74,20,0,24.54,101.93,1.0,413.0,,,
1182,2023-08-07 11:04:14,21.57,64.7,20,0,34.99,101.93,0.0,401.0,,,
1183,2023-08-07 11:05:14,21.57,64.68,20,0,26.91,101.93,0.0,406.0,,,
1184,2023-08-07 11:06:14,21.53,64.67,20,0,32.27,101.93,1.0,409.0,,,
1185,2023-08-07 11:07:14,21.57,64.7,20,0,23.77,101.93,2.0,414.0,1.0,1.0,1.0
1186,2023-08-07 11:08:14,21.56,64.71,20,0,23.72,101.93,0.0,402.0,,,
1187,2023-08-07 11:09:14,21.56,64.71,20,0,28.99,101.92,0.0,400.0,,,
1188,2023-08-07 11:10:14,21.56,64.67,20,0,27.26,101.92,0.0,405.0,,,
1189,2023-08-07 11:11:14,21.56,64.7,20,0,23.81,101.92,1.0,409.0,,,
1190,2023-08-07 11:12:14,21.56,64.68,20,0,26.6,101.92,1.0,408.0,1.0,1.0,1.0
1191,2023-08-07 11:13:14,21.54,64.74,20,0,24.79,101.92,0.0,400.0,,,
1192,2023-08-07 11:14:14,21.58,64.71,20,0,36.2,101.92,0.0,400.0,,,
1193,2023-08-07 11:15:14,21.57,64.72,20,0,49.69,101.92,0.0,405.0,,,
1194,2023-08-07 11:16:14,21.57,64.72,20,0,29.27,101.93,1.0,409.0,,,
1195,2023-08-07 11:17:14,21.57,64.77,20,0,26.48,101.93,1.0,408.0,0.0,0.0,0.0
1196,2023-08-07 11:18:14,21.57,64.91,20,0,30.02,101.93,0.0,400.0,,,
1197,2023-08-07 11:19:14,21.58,64.88,20,0,31.73,101.93,0.0,400.0,,,
1198,2023-08-07 11:20:14,21.56,64.84,20,0,30.03,101.93,0.0,405.0,,,
1199,2023-08-07 11:21:14,21.57,64.87,19,0,27.97,101.93,1.0,409.0,,,
1200,2023-08-07 11:22:14,21.57,64.9,20,0,24.03,101.92,1.0,413.0,7.0,8.0,8.0
1201,2023-08-07 11:23:14,21.58,65.05,20,0,28.6,101.93,0.0,403.0,,,
1202,2023-08-07 11:24:14,21.6,64.99,20,0,30.46,101.93,0.0,406.0,,,
1203,2023-08-07 11:25:14,21.6,65.04,19,0,28.57,101.92,1.0,410.0,,,
1204,2023-08-07 11:26:14,21.6,64.99,20,0,25.03,101.92,1.0,409.0,,,
1205,2023-08-07 11:27:14,21.58,65.03,20,0,26.67,101.92,1.0,413.0,10.0,13.0,13.0
1206,2023-08-07 11:28:14,21.6,65.11,19,0,24.07,101.92,0.0,402.0,,,
1207,2023-08-07 11:29:14,21.63,65.08,19,0,50.05,101.92,0.0,401.0,,,
1208,2023-08-07 11:30:14,21.61,65.04,19,0,29.69,101.92,0.0,406.0,,,
1209,2023-08-07 11:31:14,21.63,65.09,19,0,32.36,101.92,1.0,409.0,,,
1210,2023-08-07 11:32:14,21.58,65.07,20,0,28.6,101.92,1.0,409.0,6.0,8.0,8.0
1211,2023-08-07 11:33:14,21.61,65.2,19,0,28.45,101.92,1.0,411.0,,,
1212,2023-08-07 11:34:14,21.63,65.13,20,0,26.97,101.92,0.0,400.0,,,
1213,2023-08-07 11:35:14,21.63,65.1,19,0,24.65,101.91,0.0,405.0,,,
1214,2023-08-07 11:36:14,21.63,65.15,19,0,27.24,101.91,1.0,408.0,,,
1215,2023-08-07 11:37:14,21.63,65.14,19,0,25.65,101.91,1.0,411.0,8.0,8.0,8.0
1216,2023-08-07 11:38:14,21.64,65.28,19,0,29.09,101.91,1.0,407.0,,,
1217,2023-08-07 11:39:14,21.65,65.23,19,0,25.5,101.91,0.0,400.0,,,
